,Analysis,Polarity,Profanity,Subjectivity,author id,compound,for,id,neg,neu,pos,text,type,Gender,Activist
307,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1518327403268952065,0.0,1.0,0.0,     _TV             ,Mention,Female,False
308,Neutral,0.0,False,0.0,1240471171226718211,0.9038,21228708,1518325601790095360,0.0,0.724,0.276,  _Bailey_               Please post your books and tag me in them. So I can promote them on the page. Peace and blessings.,Mention,Female,False
309,Neutral,0.0,False,0.0,1240471171226718211,0.0,21228708,1518325433887956994,0.0,1.0,0.0,    _Bailey_        It’s a code of identification.,Mention,Female,False
310,Negative,-0.125,False,0.375,1240471171226718211,0.3612,21228708,1518325392049770496,0.0,0.906,0.094,    _Bailey_        It is a platform we use to tag each other’s. It’s like a community BlackTwitter .,Mention,Female,False
311,Neutral,0.0,False,0.0,229925698,-0.516,21228708,1518277925304471552,0.233,0.767,0.0,"  EMBARRASSING 

       
 ",Mention,Female,False
312,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1518274991325908993,0.0,1.0,0.0,💭smh!         _TV           https://t.co/mjkvg0XHuY,Mention,Female,False
313,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1518265528435068931,0.0,1.0,0.0,        _TV          ,Mention,Female,False
314,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1518252083002150912,0.0,1.0,0.0,          _TV         ,Mention,Female,False
315,Neutral,0.0,False,0.0,1310320371850268672,0.4199,21228708,1518250566346027009,0.0,0.843,0.157,   _Bailey_         Thank you will do!,Mention,Female,False
316,Neutral,0.0,False,0.0,753433196776128512,0.636,21228708,1518249823140388864,0.0,0.819,0.181,"   _Bailey_         Congratulations on your book! 

Follow the hashtag BlackTwitter",Mention,Female,False
317,Negative,-0.2083333333333333,True,0.4333333333333333,1310320371850268672,0.6654,21228708,1518247349172289537,0.0,0.821,0.179,"   _Bailey_         Please explain Black Twitter? I’m a Twitter Virgin basically? On here promoting my 1st Book! 🎺

https://t.co/wQjVvXCuwc",Mention,Female,False
318,Negative,-0.1666666666666666,False,0.4333333333333333,1310320371850268672,0.2905,21228708,1518244585486659585,0.052,0.864,0.083," Hey Tam I am a Chicago native stuck living in Oklahoma with an egregious story to tell! Google me and let’s make history! Please DM me contact info for your show! “Black Women United” 

https://t.co/wQjVvXCuwc

https://t.co/y9DKoa8Z6p",Mention,Female,False
319,Negative,-0.1666666666666666,False,0.4333333333333333,753433196776128512,0.0,21228708,1518244511389937665,0.0,1.0,0.0,   _Bailey_         For now hit black twitter and that’ll hold you off til…😆,Mention,Female,False
320,Positive,0.40625,False,0.7333333333333334,1310320371850268672,0.8688,21228708,1518243518841511936,0.0,0.811,0.189, _Bailey_          Oh and my autobiography manuscript is already done! And book number 3 will be Hella Funny! 😂😂😂I’m doing Adult Nursing Rhymes for these End Times! That will blow your mind! 🤯 😂 I AM ONE OF A KIND! https://t.co/4SeJxY9GqR,Mention,Female,False
321,Positive,0.371875,False,0.85,1310320371850268672,0.8655,21228708,1518242210134831104,0.0,0.788,0.212," _Bailey_          My 1st book is pretty enlightening and kinda funny because I used the money from my oppressors! I guess that makes them investors? 😂😂😂
NOW that’s comical Karma! ✊🏽👑❤️‍🔥🎺

https://t.co/wQjVvXCuwc",Mention,Female,False
322,Positive,0.35,False,0.4,506031611,0.5413,21228708,1518241399161954304,0.0,0.851,0.149," _Bailey_          💯 🌹 we need a lot more laughter in the world, for real.",Mention,Female,False
323,Neutral,0.0,False,0.0,39286397,0.0,21228708,1518227848254959617,0.0,1.0,0.0, https://t.co/fD9BMXhQ6k,Mention,Female,False
324,Neutral,0.0,False,0.0,39979971,0.0,21228708,1518200180880912384,0.0,1.0,0.0, ,Mention,Female,False
325,Positive,0.0170386904761904,False,0.4904761904761905,1331342917625995266,-0.3147,21228708,1518113695112462337,0.049,0.951,0.0,"TamronHall 

Is the only woman, black woman at that on stage, front and center by herself who is making things shake and bake at this large capacity! 

WE ARE TALKING DAYTIME TV YALL! 

Since Oprah with this level of etiquette 💥 

HardWork Journalism Believe 
cc: ",Mention,Female,False
326,Positive,0.2083333333333333,False,0.5666666666666668,1331342917625995266,0.7639,21228708,1518112183204278272,0.0,0.81,0.19,"On my free time, I’ll catch  on YouTube 

Her Journalism skills are on point! Every episode  comes with some interesting topics. 
At least the clips I’ve watched! 
TamronHallShow",Mention,Female,False
327,Positive,0.25,False,0.5399999999999999,1300469484335935489,0.0,21228708,1518098815722602498,0.0,1.0,0.0,"      _Hindustan    _tv  
UPSI_SCAM_INVESTIGATION
upsiscam2021
UPSI9534SCAM

UPSI bharti ki janch honi chahiye !!
Es me pahle hi Ashok Khare sir High court me lad rahe hai !! https://t.co/sJGwM0eUba",Mention,Female,False
328,Negative,-0.1,False,0.1,1512296601674465280,0.0,21228708,1518090182100140032,0.0,1.0,0.0," 
 
 
Cop tackles autistic teen at Target store in Upstate NY; mom claims racial profiling https://t.co/Ch05CVoJXl",Mention,Female,False
329,Neutral,0.0,False,0.0,446723142,0.0,21228708,1518074448833785856,0.0,1.0,0.0, https://t.co/WeX5494EB3,Mention,Female,False
330,Positive,0.2857142857142857,False,0.5357142857142857,1446548198676434953,0.0,21228708,1518066172687794176,0.0,1.0,0.0, What do you think of this picture I made? I need it viral right away please... https://t.co/seQinb7x1H,Mention,Female,False
331,Positive,0.59296875,False,0.825,1270855480588374018,0.8126,21228708,1518053166431932416,0.0,0.802,0.198," Hi  👋🏾  
My daughter and I have a Children’s book out on Amazon and Barnes and Noble. She is a published Author at the age of five and we are so excited for everyone to read it!! 🌕🩰✨💜

https://t.co/eBnIccV5l8",Mention,Female,False
332,Neutral,0.0,False,0.0,1241933462438924289,0.296,21228708,1518049966798876673,0.0,0.784,0.216, La’Dreamer &amp; Daisy Helping Hands Foundation Inc https://t.co/9FpfDAdBm0,Mention,Female,False
333,Negative,-0.2125,False,0.4385416666666667,1513144477724160002,-0.9152,21228708,1518036680749600768,0.315,0.685,0.0, Jill Biden no longer makes public appearances with her husband because she tries to stop him from making mistakes and he gets MEAN with her. Wife abuse is not a good look for President Biden!,Mention,Female,False
334,Neutral,0.0,False,0.0,517966175,0.0,21228708,1517949029627400197,0.0,1.0,0.0,            _M_Sharp          https://t.co/YkXHCwAGk3 https://t.co/JZkjCqSIky,Mention,Female,False
335,Negative,-0.0749999999999999,False,0.4535714285714285,971894660502380544,-0.0516,21228708,1517946010173165568,0.098,0.808,0.094,"_Holliday  I will help you out, I’m guessing you fast for as long as possible after binge eating (either due to shame or satiety) that doesn’t make you anorexic because then you repeat the cycle. You would lose at least some weight if yoy truly had anorexia (either). Try several small meals",Mention,Female,False
336,Neutral,0.0,False,0.0,1415520422293131265,0.0,21228708,1517901863676518402,0.0,1.0,0.0,                                     https://t.co/s1PE8wVRZ6 https://t.co/7emguGTxHb,Mention,Female,False
337,Neutral,0.0,False,0.0,1481079892888498178,0.0,21228708,1517890972771831809,0.0,1.0,0.0,       WeGoUp,Mention,Female,False
338,Neutral,0.0,False,0.0,1310320371850268672,0.0,21228708,1517880257767956482,0.0,1.0,0.0,          💯✊🏽👑❤️‍🔥🎺,Mention,Female,False
339,Neutral,0.0,False,0.0,1466216815865049091,0.0,21228708,1517869969794641920,0.0,1.0,0.0,     ,Mention,Female,False
340,Neutral,0.0,False,0.0,1466216815865049091,0.0,21228708,1517865695698169856,0.0,1.0,0.0,"  parents
     ",Mention,Female,False
341,Positive,0.7,False,0.6000000000000001,1478358063476506627,0.4404,21228708,1517858498612129793,0.0,0.633,0.367,"Good project
 
 
 https://t.co/bAySgkwsV7",Mention,Female,False
342,Positive,0.7,False,0.6000000000000001,1478358063476506627,0.4404,21228708,1517858370006355969,0.0,0.633,0.367," Good project
 
 
",Mention,Female,False
343,Negative,-0.1625,False,0.1875,831512387115241473,-0.7184,21228708,1517848145790742536,0.226,0.667,0.107,Please share this video. Raising Awareness for Deshon and Other Victims Killed By NJTransit and CoachUSA Reckless Bus Driver Campaign. news justicefordeshon blacktwitter        _us tag https://t.co/M7CuJt0CwI,Mention,Female,False
344,Negative,-0.2083333333333333,False,0.4333333333333333,1504754929587703847,0.0,21228708,1517732031966420994,0.0,1.0,0.0,          Black is soul !,Mention,Female,False
345,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517719074335248384,0.0,1.0,0.0,  ..                   _ https://t.co/FiZNMDHR2R,Mention,Female,False
346,Negative,-0.2,False,0.0,138971657,-0.5204,21228708,1517705813716054017,0.173,0.76,0.067," 





Lawyer Reacts | Did Milani Cosmetics Destroy Amber Heard's Defense?? on YouTube
https://t.co/d6l80JOU9V",Mention,Female,False
347,Neutral,0.0,False,0.0,1423620761542082566,0.2124,21228708,1517694486742282240,0.0,0.94,0.06," 💭 just won't cooperate. smh...ur daddy raised u well, but i guess 'cooperation' wasn't up there on core values..i read the book!          https://t.co/g5pUDFaNGL",Mention,Female,False
348,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517662962160447489,0.0,1.0,0.0,     _TV              ,Mention,Female,False
349,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517644570808442881,0.0,1.0,0.0,     _TV             ,Mention,Female,False
350,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517606533307285505,0.0,1.0,0.0,https://t.co/BHJ6k2i5UM 🎂🎉      _           ,Mention,Female,False
351,Negative,-0.0583333333333333,False,0.3222222222222222,1088128198829920256,-0.3595,21228708,1517588394662154240,0.091,0.909,0.0, Until everyone wants to stop being seen as a black woman or black anything there will never be equality!  Why not be seen as a woman.  Period.,Mention,Female,False
352,Positive,0.1363636363636363,False,0.4545454545454545,40779444,0.5023,21228708,1517563992314548224,0.0,0.822,0.178,I don’t watch talk shows often but I like watching  always learn something new watching her show,Mention,Female,False
353,Negative,-0.4,False,0.8500000000000001,446723142,-0.6996,21228708,1517529541551398912,0.182,0.818,0.0," P.S. Now check this out: Jen Psaki thinks teachers should talk with kindergarteners about whether they’re a girl or a boy. How about no. She's an absolute idiot!
https://t.co/tMr8GrqZGz",Mention,Female,False
354,Negative,-0.3928571428571428,False,0.75,1423620761542082566,-0.8405,21228708,1517517419798880256,0.281,0.675,0.044,💭Mental health issues..🎻🎶..smh. plz!! PURE EVIL! Smh       _TV         ,Mention,Female,False
355,Negative,-0.3,False,0.6333333333333333,474029218,-0.5267,21228708,1517513928359743489,0.139,0.768,0.094," As an only child,My two grandmothers raised me, drugs killed my parents, &amp; all my immediate fam. Now 92 and 85, I’m their FT caregiver and it’s a painful pleasure. Plz read my memoir, as I work to deal with a life I’ve never known . https://t.co/G6d82tLHQT https://t.co/XPy1Xuhrjf",Mention,Female,False
356,Neutral,0.0,False,0.0,41004978,0.0,21228708,1517477204174770177,0.0,1.0,0.0,"Click the link to watch  from JLYF ""Anxiety+Depression"" appearance on  with  

https://t.co/om7q32dM4G https://t.co/27KInOJZ4Y",Mention,Female,False
357,Positive,0.5,False,0.8,825173681454403584,0.7845,21228708,1517423547341230080,0.128,0.638,0.235, listening to your story on  and on  of how you risked your job to find your family after the damage of Hurricane Katrina had me in tears. I remember it like it was yesterday. Love from Nola my friend :),Mention,Female,False
358,Neutral,0.0,False,0.0,1437432767667576836,0.0,21228708,1517408206183493632,0.0,1.0,0.0," _NFT  
 
",Mention,Female,False
359,Negative,-0.0357142857142857,False,0.4767857142857143,446723142,0.0,21228708,1517394935447646209,0.0,1.0,0.0," Barack Obama is articulate but has never made a memorable speech. The reason is that his views are utterly conventional. He’s unable of saying anything outside of the elite consensus. He’s a walking, talking Atlantic magazine subscription.",Mention,Female,False
360,Neutral,0.0,False,0.0,1494399570251419654,0.0,21228708,1517364466538721280,0.0,1.0,0.0, _Lunartics   ,Mention,Female,False
361,Neutral,0.0,False,0.0,1340223120460959744,0.0,21228708,1517336540573319169,0.0,1.0,0.0,                       https://t.co/ySN7vcD5bO,Mention,Female,False
362,Neutral,0.0,False,0.0,42681521,0.0,21228708,1517303407870201862,0.0,1.0,0.0,ThankYouThursday        _Zee          ,Mention,Female,False
363,Neutral,0.0,False,0.0,1319047465081868288,0.0,21228708,1517250317427089408,0.0,1.0,0.0,    ,Mention,Female,False
364,Negative,-0.5,True,1.0,37998796,-0.0258,21228708,1517250104469692418,0.111,0.757,0.133,"Mariupol Ukraine️     Biden  thursdaymorning thursdayvibes TY  4support of Ukrainians WTF 
 Justice4Vera
Use Exe Order2 gv me entitled retroactive disability retirement fr 98-2022 based on JudicialEstoppel doctrine https://t.co/pwm0tAfwjW https://t.co/BhMn2gXig1",Mention,Female,False
365,Positive,0.1953125,True,0.4,1228377511790292993,0.3476,21228708,1517216060285636609,0.135,0.78,0.085," Lmfao. Will  even acknowledge epic embarrassment!! Chris wallace gonna have to return $$, will   ? Say anything?What about that troll  nah. All gonna believe in unicorns!   _USA22  ",Mention,Female,False
366,Neutral,0.0,False,0.0,1437037218,0.0,21228708,1517194953381883907,0.0,1.0,0.0,  Somebody blowin up..! They on Tamron Hall show..! 👍🏽,Mention,Female,False
367,Positive,0.375,False,0.7,287314439,0.69,21228708,1517183893757177860,0.0,0.76,0.24,_chadwick  Yes definitely contact the police. I legit just watched an episode of  yesterday about this kind of stuff!,Mention,Female,False
368,Positive,0.1,False,1.0,3085819114,-0.765,21228708,1517180481829281792,0.167,0.833,0.0,".           Over 24,000 harp seal pups have been shot &amp; bludgeoned so far this year...not counting pups injured &amp; got away to die. endthesealhunt4good🇨🇦🇨🇦🇨🇦 https://t.co/I93OcBSUAN",Mention,Female,False
369,Neutral,0.0,False,0.0,1471449154283098112,0.0,21228708,1517178655872622592,0.0,1.0,0.0,Why doesn't        ever talk about it? https://t.co/21Zxw7cSiC,Mention,Female,False
370,Positive,1.0,False,0.9,37757824,0.9059,21228708,1517156599340613632,0.0,0.727,0.273,"Our ExclusiveSpeakers  and  are being honored at The Alliance for Women in Media Foundation's 2022 Gracie Awards for their incredible work in television! Congratulations Tamron and Linsey! 

HWAExlusive GracieAwards WomeninMedia https://t.co/q9axeofeXd",Mention,Female,False
371,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517141454879027200,0.0,1.0,0.0,       _TV           ,Mention,Female,False
372,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517138980529008641,0.0,1.0,0.0,       _TV            ,Mention,Female,False
373,Neutral,0.0,False,0.0,1471934767629320193,0.0,21228708,1517135908163756032,0.0,1.0,0.0,     🖤🖤🖤 https://t.co/fvUy8oMSYO,Mention,Female,False
374,Neutral,0.0,False,0.0,1466216815865049091,0.0,21228708,1517132987011321858,0.0,1.0,0.0,"      
   
 
 
 
 
 _Quijano  
 ",Mention,Female,False
375,Neutral,0.0,False,0.0,1110336601735888897,0.0,21228708,1517123614234927104,0.0,1.0,0.0,        now https://t.co/KGHkvZABFx,Mention,Female,False
376,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517020950151241728,0.0,1.0,0.0,"      _                _TV      💭""I know what the f I just came up and ""SEE""???!...I feel faint..smh! https://t.co/QFMVt1exLh",Mention,Female,False
377,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517018990786359297,0.0,1.0,0.0,      _                _TV      💭Meanwhile..  https://t.co/8VeeTw0yD5,Mention,Female,False
378,Negative,-0.25,False,0.55,1423620761542082566,-0.2313,21228708,1517018131755114501,0.136,0.786,0.079,"      _        ..I know alot of us can't help talking such poor grammar, but my goodness. Smh!         _TV      https://t.co/3mkP7pywyV",Mention,Female,False
379,Neutral,0.0,False,0.0,1151342044666875905,0.0,21228708,1517017657266122753,0.0,1.0,0.0,                    https://t.co/F54GslpyOq,Mention,Female,False
380,Negative,-0.2833333333333333,False,0.3916666666666666,1516646549685743616,-0.8481,21228708,1517014197267320832,0.248,0.699,0.053,"          Hormones don't make you a woman bruh...
Didn't you post a gif of a dude working out claiming dat waz like u?🤣🤣

Seriously though... Stop your asian racism and asian hate.",Mention,Female,False
381,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1517013117540225026,0.0,1.0,0.0,       _TV           ,Mention,Female,False
382,Neutral,0.0,False,0.0,526759422,0.0,21228708,1517007708867764224,0.0,1.0,0.0,          😂😂😂😂😂😂 I AM.. https://t.co/E4ZS5coF7T,Mention,Female,False
383,Positive,0.75,True,1.0,1516646549685743616,0.7118,21228708,1516996300088266755,0.0,0.835,0.165,"          And you listen to NPR. LMAO!
Is it that time of the month again lil lady?",Mention,Female,False
384,Positive,0.4,False,0.4,1516646549685743616,0.3612,21228708,1516996060463390722,0.0,0.839,0.161,          You sound like a woman. 🤣,Mention,Female,False
385,Neutral,0.0,False,0.0,1423620761542082566,0.0,21228708,1516985823190831105,0.0,1.0,0.0,                  ,Mention,Female,False
386,Positive,0.425,False,0.65,144560151,0.902,21228708,1516978717138075650,0.108,0.629,0.263, I know it's late but I feel it's timely. I just left a fundraiser for a wonderful boy who died from an accidental fentanyl OD. His birthday is today. We celebrate Prince tomorrow. His Sister has written a wonderful book. Get her on your show! TamronHallShow https://t.co/HLFOsqfXVL,Mention,Female,False
387,Positive,0.59296875,False,0.825,1270855480588374018,0.8126,21228708,1516968944229240832,0.0,0.802,0.198," Hi  👋🏾  
My daughter and I have a Children’s book out on Amazon and Barnes and Noble. She is a published Author at the age of five and we are so excited for everyone to read it!! 🌕🩰✨💜

https://t.co/eBnIccV5l8",Mention,Female,False
388,Neutral,0.0,False,0.0,1390467518,0.0,21228708,1516967631743602688,0.0,1.0,0.0,            Norelle  https://t.co/19LfsAMnno,Mention,Female,False
389,Neutral,0.0,False,1.0,581989226,0.0,21228708,1516958937412784128,0.0,1.0,0.0, It’s Possible https://t.co/LmxqpnNA52,Mention,Female,False
390,Neutral,0.0,False,0.0,1322730657630572544,0.0,21228708,1516958493282119680,0.0,1.0,0.0, https://t.co/Ypr3ecCuUW,Mention,Female,False
391,Positive,0.3,False,0.1,374226166,0.2263,21228708,1516953605391200256,0.0,0.84,0.16,ooh . . . this is worth looking into      https://t.co/xZOAtXEUyg,Mention,Female,False
392,Positive,0.5984848484848485,False,0.7696969696969697,975049783298723846,0.9359,21228708,1516934887353245696,0.0,0.478,0.522,"   Very positive and composed interview. Yes, I am proud to support you. Keep up the good work.",Mention,Female,False
393,Neutral,0.0,True,0.0,51110898,0.3382,21228708,1516930114692558851,0.0,0.854,0.146,My God this woman cannot remain in power!       https://t.co/d8uAYIp8BT,Mention,Female,False
394,Neutral,0.0,False,0.0,101614578,0.0,21228708,1516926950987780096,0.0,1.0,0.0,                 Done,Mention,Female,False
395,Neutral,0.0,False,0.0,1147297563004899328,0.0,21228708,1516915484884561920,0.0,1.0,0.0,    😤🙌🏾💯 ,Mention,Female,False
396,Positive,0.5,False,0.7,17497090,0.0,21228708,1516902469271363584,0.0,1.0,0.0,"Thursday on the : shining a light on the books that everyone should read. Meet , , , and ! 

 
TamronHallShow
LetsTalkAboutIt https://t.co/sbiNGCLPXm",Mention,Female,False
397,Positive,0.5,False,0.5,3230797197,0.296,21228708,1516898308324663296,0.0,0.845,0.155,Ok why does  have  and  in her mouth today? https://t.co/t6EdBENcZx,Mention,Female,False
398,Neutral,0.0,False,0.0,785125219543515137,0.0,21228708,1516879874555740160,0.0,1.0,0.0,c  https://t.co/92OrKPo6Pf,Mention,Female,False
399,Neutral,0.0,False,0.0,785125219543515137,0.0,21228708,1516879772579598336,0.0,1.0,0.0, https://t.co/6TlpuS2u8D,Mention,Female,False
400,Neutral,0.0,False,0.0,874869986,0.3802,243690703,1518379180190224386,0.0,0.776,0.224,🤯 Tell the truth! 🤯        https://t.co/qnaPlnVXCY,Mention,Female,False
401,Neutral,0.0,False,0.0,814332285805740032,0.4199,243690703,1518225345190645760,0.0,0.741,0.259,      Awesomeness 😎 Thank you!,Mention,Female,False
402,Neutral,0.0,False,0.0,22639515,0.5023,243690703,1518214381577900032,0.0,0.889,0.111, Whit tell  to stick with politics and let  handel Pop News but I did like his story about  writing a song for ’s daughter ,Mention,Female,False
403,Positive,0.7833333333333333,False,0.9333333333333332,14475893,0.8564,243690703,1518069114681581572,0.0,0.806,0.194,"Put Your Arms Around the World https://t.co/wmCLhzzJxs  Incredible song by     Santita Jackson sang this beautiful song with Senator Hatch. He passed away today.  Santita is just amazing as she sings ""put your arms around the World""",Mention,Female,False
404,Positive,0.35,False,0.65,717337177,0.4588,243690703,1517628234438959106,0.0,0.786,0.214, Sweet News        BlackTwitter https://t.co/BvXjmWE9Pu,Mention,Female,False
405,Positive,1.0,False,0.5,874869986,-0.471,243690703,1517384024674779137,0.081,0.919,0.0,Keep in mind there IS an election in Florida in November! HE is on the ballot and so are many of his lackeys!!! 🤬 HE can be stopped!         https://t.co/1JLvktbhhj,Mention,Female,False
406,Neutral,0.0,False,0.0,874869986,0.0,243690703,1517382287402352640,0.0,1.0,0.0,The plot thickens…🤯       https://t.co/rC3N4HADnY,Mention,Female,False
407,Negative,-0.0874999999999999,False,0.75,1219075146847264768,-0.184,243690703,1516981160123027456,0.266,0.502,0.232,"  Poor naive idealistic Robert has NO CLUE of the pressure from Wall Street Analysts some with the power to FIRE any CEO daring to hand out raises instead of dividends.
It is TRUE!",Mention,Female,False
408,Positive,0.65625,False,0.525,874869986,0.6333,243690703,1516954928824172544,0.0,0.857,0.143, IS THE REAL DEAL! He has my vote! Broward County would greatly benefit with him on the Commission! 👏🏾      https://t.co/BGaseLUbXs,Mention,Female,False
409,Positive,0.2443181818181818,False,0.5515151515151516,874869986,0.0,243690703,1516948448305565696,0.0,1.0,0.0,Absolutely! THIS is the REAL STORY!! The so-called new map! 🤬🤬        https://t.co/SM7L5gst5w,Mention,Female,False
410,Neutral,0.0,True,0.625,874869986,0.0,243690703,1516942866270011392,0.0,1.0,0.0,OMG! 🤯 SHUT. THE. FRONT. DOOR 🤬!!! OMG! Read the ENTIRE thread!      _LDF     https://t.co/xlStsLwF3o,Mention,Female,False
411,Neutral,0.0,False,0.5,874869986,0.0,243690703,1516941127328354305,0.0,1.0,0.0,November cannot come soon enough!      https://t.co/Y29ddVHfkC,Mention,Female,False
412,Neutral,0.0,False,0.0,580041916,0.296,243690703,1516732531823071241,0.0,0.919,0.081,Join the National African American Reparations Commission (NAARC) and CARICOM Reparations Commission             @ https://t.co/mQineypO6e,Mention,Female,False
413,Positive,0.25,False,0.25,73407166,-0.296,243690703,1516268784595656704,0.062,0.937,0.0,"       _RAGE _South  _LDF     This makes no sense- which leads to the logical question: Who’s getting paid off here? NoJusticeNoPeace NoAccountability DefundThePolice 

JusticeForLequanMcDonald",Mention,Female,False
414,Negative,-0.3125,True,0.5,17410792,0.0,243690703,1516266358593527810,0.0,1.0,0.0,WTF?! Federal prosecutors will not charge former Chicago police officer Jason Van Dyke. https://t.co/9WjbRT3FNv       _RAGE _South  _LDF    ,Mention,Female,False
415,Positive,0.2,False,0.2,136701943,0.4753,243690703,1516061934650490883,0.0,0.55,0.45, I pray you are feeling much better!?💕🙏🏿🙏💐,Mention,Female,False
416,Positive,0.625,False,1.0,874869986,0.7371,243690703,1515929580061794308,0.0,0.692,0.308,😎 HILARIOUS 😂 Just like the phony “Four Seasons” SMDH…again!       _Sellers https://t.co/xEEUf5nzEC,Mention,Female,False
417,Neutral,0.0,False,0.0,874869986,0.0,243690703,1515928811141050370,0.0,1.0,0.0,These people…🤯       https://t.co/lf04Ewq8iv,Mention,Female,False
418,Positive,1.0,False,1.0,874869986,0.6114,243690703,1515866551806828550,0.0,0.667,0.333,"Happy Easter, indeed!      https://t.co/fCzzBeUMpW",Mention,Female,False
419,Neutral,0.0,False,0.0,874869986,0.0,243690703,1515864516826914826,0.0,1.0,0.0,History we all should know!     https://t.co/Mwr5slTWyx,Mention,Female,False
420,Positive,0.4464285714285714,False,0.5357142857142857,874869986,-0.5968,243690703,1515862429531619331,0.327,0.673,0.0,Absolutely right ! SMH! 🤬     https://t.co/VuPx4wJH1P,Mention,Female,False
421,Positive,0.5,True,0.5,874869986,-0.807,243690703,1515856233403719681,0.364,0.636,0.0,WHAT THE HELL? Again…??? How many more?     https://t.co/nZfcVjx2gt,Mention,Female,False
422,Positive,0.3125,False,0.3,874869986,0.4451,243690703,1515802675534827524,0.096,0.753,0.151,❤️ LOVE THIS! ❤️ Boy on tarmac at Piedmont Triad International Airport steals the show during President Joe Biden's arrival in Greensboro ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦ https://t.co/G2RIbvCnA3,Mention,Female,False
423,Positive,1.0,False,1.0,874869986,0.6114,243690703,1515798798118830089,0.0,0.556,0.444,Happy Easter!    https://t.co/YD8jRZmNeU,Mention,Female,False
424,Positive,0.5666666666666668,False,0.8333333333333334,580041916,0.8588,243690703,1515682951530491911,0.0,0.754,0.246," HAPPY RESURRECTION SUNDAY
MOST IMPORTANTLY WHAT ARE YOU GONNA DO ABOUT IT?             _LDF  ",Mention,Female,False
425,Positive,0.2777777777777778,True,0.3777777777777777,1214530350782828544,0.8597,243690703,1515639965178281985,0.0,0.793,0.207,"        LOL!
another *~^! Obama / Clyburn /    neoliberal $💘 type to legislate corporate interests from the gd bench &amp; Congress ? Like gangsta rappers playing cop on TV / movies &amp; f*k Will Smith too...

"" Black Lives Matter: Time To Face The Music https://t.co/YjgKMrdtxp",Mention,Female,False
426,Neutral,0.0,False,0.0,580041916,0.7003,243690703,1515211929106669569,0.0,0.791,0.209,"Salute 2 A Freedom Fighter, Still          _Taifa     _Themba     https://t.co/VC5nIi9PfZ",Mention,Female,False
427,Negative,-0.0041666666666666,False,0.5458333333333334,874869986,0.3664,243690703,1515065203217645572,0.174,0.609,0.217,👏🏾 GREAT NEWS! 👏🏾👏🏾 Miami officer convicted in violent arrest of Black woman who called police for help ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦_LDF⁩  https://t.co/Rw4EOt2RAc,Mention,Female,False
428,Positive,0.3,False,0.3,1011170324,0.8428,243690703,1514962702858440704,0.0,0.811,0.189,"Thanks so much to  and  for an interesting discussion on . I'm often listening to  in the morning, so it's an honor to be asked to come on and talk about voting rights, money in politics, and voter suppression.",Mention,Female,False
429,Negative,-0.1,False,0.1,874869986,-0.765,243690703,1514864397432328193,0.28,0.72,0.0,"🤯SAY WHAT? 🤯 Brett Favre Scandal: Alleged $8 Million Welfare Scam, Explained ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦_LDF⁩ ⁦⁩ ⁦⁩  https://t.co/iOR4O3lKjX",Mention,Female,False
430,Positive,0.140625,False,1.0,874869986,0.8988,243690703,1514777968882565121,0.0,0.501,0.499,WOW 😮! Not for me! WOW!      https://t.co/BDNooMAzxs,Mention,Female,False
431,Neutral,0.0,False,1.0,93786853,0.0258,243690703,1514612606660608009,0.161,0.671,0.168,   Unfortunately the Bulldog nation includes lots of wealthy donors.,Mention,Female,False
432,Positive,0.525,False,0.4333333333333333,1949560350,0.8655,243690703,1514347778935246857,0.0,0.532,0.468,"The latest Women's Health, Wellness &amp; Happiness! https://t.co/eCcW2aQ82z Thanks to   jobs nycjobs",Mention,Female,False
433,Neutral,0.0,False,0.0,17410792,0.0,243690703,1513922824129466368,0.0,1.0,0.0,"🗣T'w Wed Apr 13 at 6pm - PRN's Wkly 6pm CT COVID-19 Mtg! Cases are going up, let's discuss!👇🏾   _South             https://t.co/VFsEesexLw",Mention,Female,False
434,Positive,0.525,False,0.4333333333333333,1949560350,0.8655,243690703,1513623008098897932,0.0,0.532,0.468,"The latest Women's Health, Wellness &amp; Happiness! https://t.co/ud69lcx6Dp Thanks to  _com jobs nycjobs",Mention,Female,False
435,Positive,0.7,False,0.6000000000000001,937277849341513728,0.5927,243690703,1513508004469092358,0.0,0.772,0.228,        Unrelated but a feel good post. https://t.co/Nk9p6iv5P4,Mention,Female,False
